"FACILITY_ID","POINT_ID","AIRPORT_CODE","AIRPORT_CODE2","AMTRAK_STATION_CODE","FERRY_TERMINAL_CODE","RAIL_ID","BIKE_ID","DATE_UPDATED","ADDRESS","CITY","STATE","ZIPCODE","METRO_AREA","FACILITY_NAME","LONGITUDE","LATITUDE","POINT_LON","POINT_LAT","FACILITY_TYPE","FERRY_TRANSIT","FERRY_INTERCITY","BUS_TRANSIT","BUS_INTERCITY","BUS_CODE_SHARE","BUS_SUPPLEMENTAL","RAIL_INTERCITY","RAIL_COMMUTER","RAIL_HEAVY","RAIL_LIGHT","AIR_SERVICE","BIKE_SHARE","BIKE_SYSTEM_ID","BIKE_SYSTEM","WEBSITE","NOTES","DATA_SOURCE","INTERCITY_SERVICE","TRANSIT_SERVICE","CBSA_CODE","CBSA_TYPE","MODES_SERVING","MODE_BUS","MODE_AIR","MODE_RAIL","MODE_FERRY","MODE_BIKE",
"IN4603206",9153,"","","",,"","497258b8-8aeb-49ea-8e45-abfcd4a25908",2016-07-05,"","Carmel","IN","46032","Indianapolis-Carmel-Anderson IN","Hamilton County Tourism",-86.125891,39.978337,-86.125891,39.978337,12,3,3,0,0,0,3,0,3,3,3,0,1,64,"Carmel Bike Share","zagster.com/carmel/","","",0,0,26900,1,1,0,0,0,0,1,
"IN4603207",9154,"","","",,"","1c807667-3dc7-4a73-82bb-e2e34eaa4afc",2016-07-05,"","Carmel","IN","46032","Indianapolis-Carmel-Anderson IN","Allegion",-86.154501,39.962448,-86.154501,39.962448,12,3,3,0,0,0,3,0,3,3,3,0,1,64,"Carmel Bike Share","zagster.com/carmel/","","",0,0,26900,1,1,0,0,0,0,1,
"IN4603208",9155,"","","",,"","d4ac9872-5cdc-496a-951b-f0562322c9f9",2016-07-05,"","Carmel","IN","46032","Indianapolis-Carmel-Anderson IN","Monon Community Center",-86.136814,39.949937,-86.136814,39.949937,12,3,3,0,0,0,3,0,3,3,3,0,1,64,"Carmel Bike Share","zagster.com/carmel/","","",0,0,26900,1,1,0,0,0,0,1,
"IN4606401",10887,"","","",,"","",2016-09-14,"7788 S State Rd 13","Pendleton","IN","46064","Indianapolis-Carmel-Anderson IN","Rickers",-85.842667,39.990984,-85.842667,39.990984,2,3,3,0,1,0,3,0,3,3,3,0,0,0,"","","Served by Miller Transportation","www.hoosierride.com",1,0,26900,1,1,1,0,0,0,0,
"IN4607402",9156,"","","",,"","98c16196-10eb-44d3-9a1a-1625d5920c94",2016-07-05,"","Westfield","IN","46074","Indianapolis-Carmel-Anderson IN","Westfield",-86.127811,40.042152,-86.127811,40.042152,12,3,3,0,0,0,3,0,3,3,3,0,1,64,"Carmel Bike Share","zagster.com/carmel/","","",0,0,26900,1,1,0,0,0,0,1,
"IN4607403",10888,"","","",,"","",2016-09-14,"518 Park St","Westfield","IN","46074","Indianapolis-Carmel-Anderson IN","Hardee's",-86.133990,40.040604,-86.133990,40.040604,2,3,3,0,1,0,3,0,3,3,3,0,0,0,"","","Served by Miller Transportation","www.hoosierride.com",1,0,26900,1,1,1,0,0,0,0,
"IN4620101",8730,"","","",,"","bcycle_pacersbikeshare_2627",2016-07-05,"","Indianapolis","IN","46201","Indianapolis-Carmel-Anderson IN","Monument Circle",-86.157360,39.768850,-86.157360,39.768850,12,3,3,2,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,26900,1,1,0,0,0,0,1,
"IN4620202",8731,"","","",,"","bcycle_pacersbikeshare_2609",2016-07-05,"","Indianapolis","IN","46202","Indianapolis-Carmel-Anderson IN","North End of Canal",-86.165900,39.781790,-86.165900,39.781790,12,3,3,0,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,26900,1,1,0,0,0,0,1,
"IN4620203",8732,"","","",,"","bcycle_pacersbikeshare_2610",2016-07-05,"","Indianapolis","IN","46202","Indianapolis-Carmel-Anderson IN","Michigan and Blackford",-86.169840,39.774750,-86.169840,39.774750,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620204",8733,"","","",,"","bcycle_pacersbikeshare_2611",2016-07-05,"","Indianapolis","IN","46202","Indianapolis-Carmel-Anderson IN","IUPUI Campus Center",-86.175430,39.773380,-86.175430,39.773380,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620205",8734,"","","",,"","bcycle_pacersbikeshare_2612",2016-07-05,"","Indianapolis","IN","46202","Indianapolis-Carmel-Anderson IN","Michigan and Senate",-86.163480,39.774180,-86.163480,39.774180,12,3,3,2,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,26900,1,1,0,0,0,0,1,
"IN4620206",8735,"","","",,"","bcycle_pacersbikeshare_2621",2016-07-05,"","Indianapolis","IN","46202","Indianapolis-Carmel-Anderson IN","North End of Mass Ave.",-86.142120,39.779640,-86.142120,39.779640,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620301",8736,"","","",,"","bcycle_pacersbikeshare_2615",2016-07-05,"","Indianapolis","IN","46203","Indianapolis-Carmel-Anderson IN","Fletcher Place - Virginia and Norwood",-86.145490,39.757400,-86.145490,39.757400,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620302",8737,"","","",,"","bcycle_pacersbikeshare_2616",2016-07-05,"","Indianapolis","IN","46203","Indianapolis-Carmel-Anderson IN","Fletcher Place - Virginia and Merrill",-86.147000,39.758930,-86.147000,39.758930,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620402",8738,"","","",,"","bcycle_pacersbikeshare_2608",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","White River State Park",-86.170270,39.768320,-86.170270,39.768320,12,3,3,2,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,26900,1,1,0,0,0,0,1,
"IN4620403",2580,"","","",,"","bcycle_pacersbikeshare_2613",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","City County Building",-86.154160,39.767220,-86.154160,39.767220,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620404",8739,"","","",,"","bcycle_pacersbikeshare_2617",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","Washington and Illinois",-86.160160,39.767020,-86.160160,39.767020,12,3,3,0,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,26900,1,1,0,0,0,0,1,
"IN4620405",8740,"","","",,"","bcycle_pacersbikeshare_2618",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","Washington and Meridian",-86.158320,39.767200,-86.158320,39.767200,12,3,3,2,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,26900,1,1,0,0,0,0,1,
"IN4620406",8741,"","","",,"","bcycle_pacersbikeshare_2619",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","City Market",-86.152840,39.768660,-86.152840,39.768660,12,3,3,2,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,26900,1,1,0,0,0,0,1,
"IN4620407",8742,"","","",,"","bcycle_pacersbikeshare_2620",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","Mass Ave. and Alabama",-86.152600,39.772240,-86.152600,39.772240,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620408",8743,"","","",,"","bcycle_pacersbikeshare_2622",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","Athenaeum",-86.150430,39.773830,-86.150430,39.773830,12,3,3,2,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,26900,1,1,0,0,0,0,1,
"IN4620409",8744,"","","",,"","bcycle_pacersbikeshare_2624",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","Bankers Life Fieldhouse",-86.156500,39.764810,-86.156500,39.764810,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620410",8745,"","","",,"","bcycle_pacersbikeshare_2625",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","Central Library",-86.156310,39.778030,-86.156310,39.778030,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620411",8746,"","","",,"","bcycle_pacersbikeshare_2626",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","Mass Ave. and Park",-86.147270,39.776430,-86.147270,39.776430,12,3,3,2,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,26900,1,1,0,0,0,0,1,
"IN4620412",8747,"","","",,"","bcycle_pacersbikeshare_2628",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","Indiana Government Center",-86.164740,39.767370,-86.164740,39.767370,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620413",8748,"","","",,"","bcycle_pacersbikeshare_2629",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","North and Alabama",-86.152170,39.775640,-86.152170,39.775640,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620414",8749,"","","",,"","bcycle_pacersbikeshare_2630",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","Glick Peace Walk",-86.161190,39.776690,-86.161190,39.776690,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620415",8750,"","","",,"","bcycle_pacersbikeshare_2873",2016-07-05,"","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","Gibson Building",-86.161330,39.773560,-86.161330,39.773560,12,3,3,2,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,26900,1,1,0,0,0,0,1,
"IN4620416",9980,"","","",,"","bcycle_pacersbikeshare_3366",2016-08-17,"202 N. Illinois St.","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","One America Building",-86.160480,39.770090,-86.160480,39.770090,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4620417",10886,"","","",,"","",2016-09-14,"N Delaware St & E Market St","Indianapolis","IN","46204","Indianapolis-Carmel-Anderson IN","City Market Bus Stop",-86.154420,39.768440,-86.154420,39.768440,2,3,3,1,1,0,3,0,3,3,3,0,0,0,"","","Served by Megabus; IndyGo bus","us.megabus.com; www.indygo.net",1,1,26900,1,1,1,0,0,0,0,
"IN4622501",166,"","","IND",,"","",2016-04-16,"350 S Illinois St","Indianapolis","IN","46225","Indianapolis-Carmel-Anderson IN","Union Station",-86.160310,39.762150,-86.160655,39.762025,10,3,3,2,1,1,3,1,3,3,3,0,0,0,"","","Served by Amtrak and Greyhound; Indygo Transit bus serves serves station in one direction with service offered weekdays; midday only.","www.amtrak.com;www.indygo.net; www.greyhound.com",1,0,26900,1,2,1,0,1,0,0,
"IN4622502",166,"","","IND",,"","",2016-09-16,"350 S Illinois St","Indianapolis","IN","46225","Indianapolis-Carmel-Anderson IN","Greyhound Bus Station",-86.161000,39.761900,-86.160655,39.762025,2,3,3,2,1,1,3,1,3,3,3,0,0,0,"","","Served by Greyhound Lines; Burlington Trailways; Miller Trailways; Barons Bus Lines; Amtrak; Indygo Transit bus serves serves station in one direction with service offered weekdays; midday only.","www.greyhound.com; ; www.hoosierride.com; www.burlingtontrailways.com/locations/indiana/; www.baronsbus.com; www.amtrak.com; www.indygo.net",1,0,26900,1,2,1,0,1,0,0,
"IN4622503",8751,"","","",,"","bcycle_pacersbikeshare_2605",2016-07-05,"","Indianapolis","IN","46225","Indianapolis-Carmel-Anderson IN","Convention Center - Maryland and Capitol",-86.162160,39.765930,-86.162160,39.765930,12,3,3,2,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,0,26900,1,1,0,0,0,0,1,
"IN4622504",8752,"","","",,"","bcycle_pacersbikeshare_2607",2016-07-05,"","Indianapolis","IN","46225","Indianapolis-Carmel-Anderson IN","Victory Field",-86.166890,39.765950,-86.166890,39.765950,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4622505",8753,"","","",,"","bcycle_pacersbikeshare_2614",2016-07-05,"","Indianapolis","IN","46225","Indianapolis-Carmel-Anderson IN","Fountain Square",-86.139950,39.752410,-86.139950,39.752410,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4622506",8754,"","","",,"","bcycle_pacersbikeshare_2623",2016-07-05,"","Indianapolis","IN","46225","Indianapolis-Carmel-Anderson IN","Convention Center at Georgia Street",-86.161610,39.764230,-86.161610,39.764230,12,3,3,1,0,0,3,0,3,3,3,0,1,48,"Indiana Pacers Bikeshare","www.bcycle.com/","Served by Bcycle","www.bcycle.com/",0,1,26900,1,2,1,0,0,0,1,
"IN4624101",167,"IND","","",,"","",2016-04-16,"7800 Colonel H Weir Cook Dr","Indianapolis","IN","46241","Indianapolis-Carmel-Anderson IN","Indianapolis Intl",-86.294380,39.717330,-86.294380,39.717330,1,3,3,1,1,0,3,0,3,3,3,1,0,0,"","www.indianapolisairport.com","Served by GO Express Travel (Bloomington Airport Service) and IndyGo transit bus","www.indygo.net; www.bloomingtonshuttle.com; greyhound.com; www.amtrak.com",1,1,26900,1,2,1,1,0,0,0,
"IN4624102",167,"","","",,"","",2016-09-16,"7800 Colonel H Weir Cook Dr","Indianapolis","IN","46241","Indianapolis-Carmel-Anderson IN","Indianapolis Intl",-86.294380,39.717330,-86.294380,39.717330,2,3,3,1,1,0,3,0,3,3,3,1,0,0,"","www.indianapolisairport.com","Served by Miller Transportation; GO Express Travel (Bloomington Airport Service) and IndyGo transit bus","www.millertransportation.com; www.indygo.net; www.bloomingtonshuttle.com;",1,1,26900,1,2,1,1,0,0,0,
"IN4628001",9157,"","","",,"","d9fa5652-5d28-42f8-9c75-5c95bf734995",2016-07-05,"","Carmel","IN","46280","Indianapolis-Carmel-Anderson IN","Clay Township",-86.145647,39.942897,-86.145647,39.942897,12,3,3,0,0,0,3,0,3,3,3,0,1,64,"Carmel Bike Share","zagster.com/carmel/","","",0,0,26900,1,1,0,0,0,0,1,
"IN4630101",2581,"","","",,"","",2016-04-16,"US 12 & Broadway St","Beverley Shores","IN","46301","Chicago-Naperville-Elgin IL-IN-WI","Beverley Shores",-86.985500,41.673170,-86.985500,41.673170,11,0,3,0,0,0,0,0,1,0,0,0,0,0,"","www.nictd.com/stations.html","Served by South Shore Line Trains.","www.nictd.com",0,1,16980,1,1,0,0,1,0,0,
"IN4630401",2582,"","","",,"","",2016-04-16,"US 12 & Indiana Hwy 49","Chesterton","IN","46304","Chicago-Naperville-Elgin IL-IN-WI","Dune Park",-87.061220,41.644510,-87.061220,41.644510,11,0,3,0,0,0,0,0,1,0,0,0,0,0,"","www.nictd.com/stations.html","Served by South Shore Line Trains.","www.nictd.com",0,1,16980,1,1,0,0,1,0,0,
"IN4631101",2583,"","","DYE",,"","",2016-04-16,"913 Sheffield Ave","Dyer","IN","46311","Chicago-Naperville-Elgin IL-IN-WI","Amtrak Station",-87.518190,41.498530,-87.518190,41.498530,10,0,3,0,0,0,0,1,0,0,0,0,0,0,"","","Served by Amtrak only.","Amtrak station file.",1,0,16980,1,1,0,0,1,0,0,
"IN4631201",2584,"","","",,"","",2016-04-16,"5615 Indianpolis Blvd","East Chicago","IN","46312","Chicago-Naperville-Elgin IL-IN-WI","East Chicago",-87.479670,41.611720,-87.479670,41.611720,11,0,3,1,0,0,0,0,1,0,0,0,0,0,"","www.nictd.com/stations.html","Served by South Shore Line Trains and Hammond Transit Buses (HTS operates M-F only).","www.nictd.com; www.gohammond.com",0,1,16980,1,2,1,0,1,0,0,
"IN4632001",2585,"","","HMI",,"","",2016-04-16,"1135 S Calumet Ave","Hammond","IN","46320","Chicago-Naperville-Elgin IL-IN-WI","Amtrak Station",-87.508740,41.693080,-87.508740,41.693080,10,0,3,2,0,0,0,1,0,0,0,0,0,0,"","","Hammond Transit System serves Amtrak Station on request only.","www.amtrak.com",1,0,16980,1,1,0,0,1,0,0,
"IN4632002",11057,"","","",,"","",2016-09-14,"3350 Calumet Ave","Hammond","IN","46320","Chicago-Naperville-Elgin IL-IN-WI","Miller Transportation Bus Terminal",-87.508660,41.651790,-87.508660,41.651790,2,0,3,0,1,0,0,0,0,0,0,0,0,0,"","","Served by Greyhound; Miller Transportation","www.greyhound.com; www.hoosierride.com",1,0,16980,1,1,1,0,0,0,0,
"IN4632701",2587,"","","",,"","",2016-04-16,"4531 Hohman Ave","Hammond","IN","46327","Chicago-Naperville-Elgin IL-IN-WI","Hammond",-87.515830,41.630830,-87.515830,41.630830,11,0,3,2,0,0,0,0,1,0,0,0,0,0,"","www.nictd.com/stations.html","Served by South Shore Line Trains. Hammond Transit System provides bus service about a block and a half away on weekdays only.","www.nictd.com; www.gohammond.com",0,1,16980,1,1,0,0,1,0,0,
"IN4636001",2588,"","","MCI",,"","",2016-04-16,"100 Washington St","Michigan City","IN","46360","Michigan City-La Porte IN","Amtrak Station",-86.905220,41.721360,-86.905220,41.721360,10,3,3,2,3,3,3,1,0,3,3,3,3,0,"","","Served by Amtrak only. Transit bus passes two blocks from station.","www.amtrak.com; www.michigancity.org",1,0,33140,1,1,0,0,1,0,0,
"IN4636002",2589,"","","",,"","",2016-04-16,"114 E 11th St","Michigan City","IN","46360","Michigan City-La Porte IN","11th St",-86.898120,41.711630,-86.898120,41.711630,11,3,3,1,3,3,3,0,1,3,3,3,3,0,"","www.nictd.com/stations.html","Served by South Shore Line Trains and Michigan City Transit buses.","www.nictd.com; www.michigancity.org",0,1,33140,1,2,1,0,1,0,0,
"IN4636003",2590,"","","",,"","",2016-04-16,"503 N Carroll Ave","Michigan City","IN","46360","Michigan City-La Porte IN","Carroll Ave",-86.866840,41.713130,-86.866840,41.713130,11,3,3,2,3,3,3,0,1,3,3,3,3,0,"","www.nictd.com/stations.html","Served by South Shore Line Trains. Michigan City Transit passed on Caroll Ave about 2 blocks away.","www.nictd.com; www.michigancity.org",0,1,33140,1,1,0,0,1,0,0,
"IN4636801",2591,"","","",,"","",2016-04-16,"Hillcrest Rd & US 12","Portage","IN","46368","Chicago-Naperville-Elgin IL-IN-WI","Portage/Ogden Dunes",-87.187690,41.617190,-87.187690,41.617190,11,0,3,0,0,0,0,0,1,0,0,0,0,0,"","www.nictd.com/stations.html","Served by South Shore Line Trains.","www.nictd.com",0,1,16980,1,1,0,0,1,0,0,
"IN4640201",168,"","","",,"","",2016-04-16,"100 W 4th Ave","Gary","IN","46402","Chicago-Naperville-Elgin IL-IN-WI","Gary Metro Center",-87.337500,41.599600,-87.337750,41.602150,11,0,3,1,1,1,0,0,1,0,0,0,0,0,"","www.nictd.com/stations.html","Served by Greyhound; Gary Public Transit; and South Shore Line","www.greyhound.com; www.gptc.com; www.nictd.com",1,1,16980,1,2,1,0,1,0,0,
"IN4640202",168,"","","GRY",,"","",2016-09-16,"100 W 4th Ave","Gary","IN","46402","Chicago-Naperville-Elgin IL-IN-WI","Gary Bus Station",-87.338000,41.604700,-87.337750,41.602150,2,0,3,1,1,1,0,0,1,0,0,0,0,0,"","","Served by Greyhound Lines; Miller Transportation; Barons Bus Lines; Amtrak Thruway; Gary Public Transportation; South Shore Line","www.greyhound.com; www.hoosierride.com; www.baronsbus.com; www.amtrak.com; www.gptc.com; www.nictd.com",1,1,16980,1,2,1,0,1,0,0,
"IN4640301",2592,"","","",,"","",2016-04-16,"Lake St & US 12","Gary","IN","46403","Chicago-Naperville-Elgin IL-IN-WI","Miller",-87.269120,41.597760,-87.269120,41.597760,11,0,3,1,0,0,0,0,1,0,0,0,0,0,"","www.nictd.com/stations.html","Served by South Shore Line Trains and Gary Public Transit Buses.","www.nictd.com; www.gptcbus.com",0,1,16980,1,2,1,0,1,0,0,
"IN4640601",2593,"GYY","","",,"","",2016-04-16,"6001 W Industrial Pkwy","Gary","IN","46406","Chicago-Naperville-Elgin IL-IN-WI","Gary Chicago Intl",-87.412790,41.616270,-87.412790,41.616270,1,0,3,1,0,0,0,0,0,0,0,1,0,0,"","www.garychicagoairport.com","Served by Gary Public Transportation Corporation bus.","www.nictd.com; www.greyhound.com; www.gptcbus.com",1,1,16980,1,2,1,1,0,0,0,
"IN4640602",2594,"","","",,"","",2016-04-16,"Clark Rd & 2nd Place","Gary","IN","46406","Chicago-Naperville-Elgin IL-IN-WI","Gary Airport",-87.394750,41.605430,-87.394750,41.605430,11,0,3,1,0,0,0,0,1,0,0,0,0,0,"","www.nictd.com/stations.html","Served by South Shore Line Trains and Gary Public Transit Buses.","www.nictd.com; www.gptcbus.com",0,1,16980,1,2,1,0,1,0,0,
"IN4651401",10969,"","","",,"","",2016-09-14,"2820 Cassopolis St","Elkhart","IN","46514","Elkhart-Goshen IN","Days Inn",-85.973060,41.725246,-85.973060,41.725246,2,3,3,0,1,3,3,0,3,3,3,3,3,0,"","","Served by Greyhound; Miller Transportation","www.greyhound.com; www.hoosierride.com",1,0,21140,1,1,1,0,0,0,0,
"IN4651601",2596,"","","EKH",,"","",2016-04-16,"131 Tyler St","Elkhart","IN","46516","Elkhart-Goshen IN","Amtrak Station",-85.971050,41.680720,-85.971050,41.680720,10,3,3,2,0,3,3,1,3,3,3,3,3,0,"","","Served by Amtrak only. The Bus passes two blocks from station","www.amtrak.com; www.macog.com",1,0,21140,1,1,0,0,1,0,0,
"IN4655201",2599,"","","",,"","",2016-04-16,"E700N & N Chicago Rd","New Carlisle","IN","46552","Michigan City-La Porte IN","Hudson Lake",-86.537440,41.709400,-86.537440,41.709400,11,3,3,0,3,3,3,0,1,3,3,3,3,0,"","www.nictd.com/stations.html","Served by South Shore Line Trains.","www.nictd.com",0,1,33140,1,1,0,0,1,0,0,
"IN4662801",2601,"","","SOB",,"","",2016-04-16,"2702 W Washington Ave","South Bend","IN","46628","South Bend-Mishawaka IN-MI","Amtrak Station",-86.289150,41.679010,-86.289150,41.679010,10,3,3,2,0,3,3,1,0,3,3,0,3,0,"","","Served by Amtrak. Transpo transit buses stop four blocks away except service passes station on limited rush hour runs.","www.amtrak.com; www.sbtranspo.com.",1,0,43780,1,1,0,0,1,0,0,
"IN4662802",169,"SBN","","",,"","",2016-04-16,"4477 Progress Dr","South Bend","IN","46628","South Bend-Mishawaka IN-MI","South Bend Regional Airport",-86.317250,41.708660,-86.313736,41.703083,1,3,3,1,1,3,3,0,1,3,3,1,3,0,"","www.sbnair.com","Served by Greyhound; South Shore trains; Transpo (transit); United Limo/Tri State Coach","www.sbtranspo.com; www.nictd.com; www.sbnair.com;www.coachusa.com/tristateunitedlimo/",1,1,43780,1,3,1,1,1,0,0,
"IN4662803",169,"","","",,"","",2016-04-16,"4485 Progress Dr","South Bend","IN","46628","South Bend-Mishawaka IN-MI","South Bend Regional Airport",-86.310960,41.700790,-86.313736,41.703083,11,3,3,1,1,3,3,0,1,3,3,1,3,0,"","www.sbnair.com/","Served by Greyhound; South Shore trains; Transpo (transit); United Limo/Tri State Coach","",1,1,43780,1,3,1,1,1,0,0,
"IN4662804",169,"","","",,"","",2016-09-16,"4671 Progress Dr","South Bend","IN","46628","South Bend-Mishawaka IN-MI","South Bend Regional Airport",-86.313000,41.699800,-86.313736,41.703083,2,3,3,1,1,3,3,0,1,3,3,1,3,0,"","","Served by Greyhound Lines; Miller Trailways; Barons Bus Lines; South Shore trains; Interurban Trolley; Transpo (transit); United Limo/Tri State Coach","www.greyhound.com; www.hoosierride.com; www.sbtranspo.com; www.nictd.com; www.interurbantrolley.com; www.baronsbus.com; www.sbnair.com; www.coachusa.com/tristateunitedlimo/",1,1,43780,1,3,1,1,1,0,0,
"IN4679301",2603,"","","WTI",,"","",2016-04-16,"Lincoln & Center Sts","Waterloo","IN","46793","Auburn IN","Amtrak Station",-85.025190,41.431710,-85.025190,41.431710,10,3,3,3,3,3,3,1,3,3,3,3,3,0,"","","Served by Amtrak only.","Amtrak station file.",1,0,12140,2,1,0,0,1,0,0,
"IN4680201",10948,"","","",,"","",2016-09-14,"121 W Baker St","Fort Wayne","IN","46802","Fort Wayne IN","Citilink Central Station",-85.138695,41.072353,-85.138695,41.072353,2,3,3,2,1,3,3,3,3,3,3,0,3,0,"","","Served by Miller Transportation; Barons Bus; Citilink transit bus","www.hoosierride.com; www.baronsbus.com; www.fwcitilink.com",1,0,23060,1,1,1,0,0,0,0,
"IN4680901",2605,"FWA","","",,"","",2016-04-16,"3801 W Ferguson","Fort Wayne","IN","46809","Fort Wayne IN","Fort Wayne Intl",-85.195140,40.978470,-85.195140,40.978470,1,3,3,0,0,3,3,3,3,3,3,1,3,0,"","www.fwairport.com","No scheduled ground transportation.","www.fwcitilink.com",1,0,23060,1,1,0,1,0,0,0,
"IN4690101",2606,"","","",,"","",2016-09-16,"1244 Gano St E","Kokomo","IN","46901","Kokomo IN","Manjas Inc",-86.115600,40.509300,-86.115600,40.509300,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Greyhound; Miller Transportation","www.greyhound.com; www.hoosierride.com",1,0,29020,1,1,1,0,0,0,0,
