"FACILITY_ID","POINT_ID","AIRPORT_CODE","AIRPORT_CODE2","AMTRAK_STATION_CODE","FERRY_TERMINAL_CODE","RAIL_ID","BIKE_ID","DATE_UPDATED","ADDRESS","CITY","STATE","ZIPCODE","METRO_AREA","FACILITY_NAME","LONGITUDE","LATITUDE","POINT_LON","POINT_LAT","FACILITY_TYPE","FERRY_TRANSIT","FERRY_INTERCITY","BUS_TRANSIT","BUS_INTERCITY","BUS_CODE_SHARE","BUS_SUPPLEMENTAL","RAIL_INTERCITY","RAIL_COMMUTER","RAIL_HEAVY","RAIL_LIGHT","AIR_SERVICE","BIKE_SHARE","BIKE_SYSTEM_ID","BIKE_SYSTEM","WEBSITE","NOTES","DATA_SOURCE","INTERCITY_SERVICE","TRANSIT_SERVICE","CBSA_CODE","CBSA_TYPE","MODES_SERVING","MODE_BUS","MODE_AIR","MODE_RAIL","MODE_FERRY","MODE_BIKE",
"AK9950101",422,"","","",,"","",2016-04-16,"411 W 1st Ave","Anchorage","AK","99501","Anchorage AK","Alaska Railroad Station",-149.881200,61.216500,-149.881200,61.216500,10,3,3,2,0,3,3,1,3,3,3,0,3,0,"","","Served by Alaska Railroad. Anchorage People Mover bus stops two blocks away.","FRA Database; www.akrr.com; www.muni.org",1,0,11260,1,1,0,0,1,0,0,
"AK9950102",423,"","","",,"","",2016-09-16,"321 E 5th Ave","Anchorage","AK","99501","Anchorage AK","Guesthouse Inn",-149.879000,61.217500,-149.879000,61.217500,2,3,3,1,1,3,3,0,3,3,3,0,3,0,"","","Served by Interior Alaska Bus Line and Anchorage People Mover transit bus.","www.alaskashuttle.com; www.muni.org/departments/transit/peoplemover/Pages/default.aspx",1,1,11260,1,1,1,0,0,0,0,
"AK9950104",1,"ANC","","",,"","",2016-04-16,"5000 Old International Airport Rd","Anchorage","AK","99502","Anchorage AK","Ted Stevens Anchorage International",-149.996360,61.174360,-149.985446,61.174466,1,3,3,1,1,3,3,1,3,3,3,1,3,0,"","www.anchorageairport.com","Served by People Mover bus; Alaska/Yukon Trails; Alaska Railroad.","www.muni.org; www.akrr.com; www.alaskashuttle.com",1,1,11260,1,3,1,1,1,0,0,
"AK9950105",11157,"","","",,"","",2016-09-14,"700 H St","Anchorage","AK","99501","Anchorage AK","Bent Prop Inn",-149.897000,61.215400,-149.897000,61.215400,2,3,3,2,1,3,3,0,3,3,3,0,3,0,"","","Served by Alaska/Yukon Trails. Anchorage People Mover is one block away","www.alaskashuttle.com",1,0,11260,1,1,1,0,0,0,0,
"AK9950301",11156,"","","",,"","",2016-09-14,"1037 W 26th Ave","Anchorage","AK","99503","Anchorage AK","Base Camp Anchorage",-149.902000,61.197200,-149.902000,61.197200,2,3,3,0,1,3,3,0,3,3,3,0,3,0,"","","Served by Alaska/Yukon Trails. Anchorage People Mover is one block away","www.alaskashuttle.com",1,0,11260,1,1,1,0,0,0,0,
"AK9951701",11158,"","","",,"","",2016-09-14,"2845 W 42nd Ave","Anchorage","AK","99517","Anchorage AK","Spenard Hostel",-149.939000,61.182400,-149.939000,61.182400,2,3,3,0,1,3,3,0,3,3,3,0,3,0,"","","Served by Alaska/Yukon Trails. Anchorage People Mover is one block away","www.alaskashuttle.com",1,0,11260,1,1,1,0,0,0,0,
"AK9951801",425,"","","",,"","",2016-09-16,"555 W 5th Ave","Anchorage","AK","99518","Anchorage AK","Egan Convention Center",-149.890000,61.172400,-149.890000,61.172400,2,3,3,1,1,3,3,0,3,3,3,0,3,0,"","","Served by Alaska/Yukon Trails and People Mover transit.","www.alaskashuttle.com; www.muni.org/departments/transit/peoplemover/Pages/default.aspx",1,1,11260,1,1,1,0,0,0,0,
"AK9951901",1,"","","",,"","",2016-04-16,"4980 W International Airport Rd","Anchorage","AK","99519","Anchorage AK","Ted Stevens Intl Airport Station",-149.979980,61.174540,-149.985446,61.174466,10,3,3,1,1,3,3,1,3,3,3,1,3,0,"","","Served by Alaska Railroad. Connection via airport shuttle bus to terminal.","www.akrr.com; personal communication with Alaska Railroad.",1,1,11260,1,3,1,1,1,0,0,
"AK9951902",1,"","","",,"","",2016-09-16,"4980 W International Airport Rd","Anchorage","AK","99519","Anchorage AK","Ted Stevens Intl Airport Station",-149.980000,61.174500,-149.985446,61.174466,2,3,3,1,1,3,3,1,3,3,3,1,3,0,"","","Served by Alaska Railroad and Alaska/Yukon Trails. Connection via airport shuttle bus to terminal.","www.akrr.com; www.alaskashuttle.com; personal communication with Alaska Railroad.",1,1,11260,1,3,1,1,1,0,0,
"AK9954501",426,"KKH","DUY","",,"","",2016-04-16,"","Kongiganak","AK","99545","","Kongiganak",-162.881250,59.960810,-162.881250,59.960810,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9954601",427,"ADK","","",,"","",2016-04-16,"","Adak Island","AK","99546","","Adak",-176.646030,51.877960,-176.646030,51.877960,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com/links/state_local/ak.cfm",1,0,,0,1,0,1,0,0,0,
"AK9954701",428,"AKB","AKA","",,"","",2016-04-16,"","Atka","AK","99547","","Atka",-174.206350,52.220350,-174.206350,52.220350,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9954901",429,"PTH","","",,"","",2016-04-16,"","Port Heiden","AK","99549","","Port Heiden",-158.631820,56.959430,-158.631820,56.959430,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9955001",430,"ORI","","",,"","",2016-04-16,"Airport Rd","Port Lions","AK","99550","","Port Lions",-152.846100,57.885380,-152.846100,57.885380,1,3,0,0,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.airnav.com",1,0,,0,1,0,1,0,0,0,
"AK9955002",431,"","","",54,"","",2016-04-16,"Harbor Rd","Port Lions","AK","99550","","Alaska Marine Highway System Terminal",-152.882200,57.867500,-152.882200,57.867500,5,3,1,0,3,3,3,3,3,3,3,0,3,0,"","","Served by Alaska Marine Highway System ferry.","www.dot.state.ak.us; www.chilkatcruises.com",1,0,,0,1,0,0,0,1,0,
"AK9955201",432,"AKI","","",,"","",2016-04-16,"","Akiak","AK","99552","","Akiak",-161.230580,60.902890,-161.230580,60.902890,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.hageland.com",1,0,,0,1,0,1,0,0,0,
"AK9955301",2,"KQA","","",,"","",2016-04-16,"Seaplane Base","Akutan","AK","99553","","Akutan Harbor",-165.785310,54.132470,-165.796505,54.141835,1,3,1,3,3,3,3,3,3,3,3,1,3,0,"","","Served by Alaska Marine Highway.","www.dot.state.ak.us/",1,0,,0,2,0,1,0,1,0,
"AK9955302",2,"","","",29,"","",2016-04-16,"Akutan","Akutan","AK","99553","","Akutan Harbor",-165.807700,54.151200,-165.796505,54.141835,5,3,1,3,3,3,3,3,3,3,3,1,3,0,"","","Served by Alaska Marine Highway. Adjacent to Akutan Seaplane Base Airport.","",1,0,,0,2,0,1,0,1,0,
"AK9955401",433,"AUK","","",,"","",2016-04-16,"","Alakanuk","AK","99554","","Alakanuk",-164.659930,62.680040,-164.659930,62.680040,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9955402",434,"BET","","",,"","",2016-04-16,"3521 State Hwy","Bethel","AK","99554","","Bethel",-161.838000,60.779780,-161.838000,60.779780,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9955501",435,"WKK","5A8","",,"","",2016-04-16,"","Aleknagik","AK","99555","","Aleknagik New",-158.617670,59.282560,-158.617670,59.282560,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9955701",436,"ANI","","",,"","",2016-04-16,"","Aniak","AK","99557","","Aniak",-159.543040,61.581600,-159.543040,61.581600,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9955702",437,"CHU","9A3","",,"","",2016-04-16,"","Chuathbaluk","AK","99557","","Chuathbaluk",-159.235830,61.584160,-159.235830,61.584160,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9955703",438,"LVD","2AK","",,"","",2016-04-16,"","Lime Village","AK","99557","","Lime Village",-155.440480,61.359150,-155.440480,61.359150,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9955704",439,"SRV","","",,"","",2016-04-16,"","Stony River","AK","99557","","Stony River",-156.588530,61.789750,-156.588530,61.789750,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9955901",440,"KKI","","",,"","",2016-04-16,"3517 Eddie Hoffman Hwy","Akiachak","AK","99559","","Akiachak",-161.435080,60.907860,-161.435080,60.907860,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.hageland.com",1,0,,0,1,0,1,0,0,0,
"AK9955902",441,"ATT","4A2","",,"","",2016-04-16,"","Atmautluak","AK","99559","","Atmautluak",-162.273140,60.866750,-162.273140,60.866750,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9955903",442,"PKA","","",,"","",2016-04-16,"","Napakiak","AK","99559","","Napaskiak",-161.778310,60.702920,-161.778310,60.702920,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9955904",443,"WWT","","",,"","",2016-04-16,"","Newtok","AK","99559","","Newtok",-164.656210,60.923650,-164.656210,60.923650,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9956101",444,"CYF","CFK","",,"","",2016-04-16,"","Chefornak","AK","99561","","Chefornak",-164.285630,60.149230,-164.285630,60.149230,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9956301",445,"VAK","","",,"","",2016-04-16,"","Chevak","AK","99563","","Chevak",-165.583730,61.533640,-165.583730,61.533640,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9956401",446,"KCQ","AJC","",,"","",2016-04-16,"","Chignik","AK","99564","","Chignik",-158.373240,56.311460,-158.373240,56.311460,1,3,0,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9956402",447,"","","",32,"","",2016-04-16,"Chignik Airfield Rd","Chignik","AK","99564","","Alaska Marine Highway System Terminal",-158.402200,56.295300,-158.402200,56.295300,5,3,1,3,3,3,3,3,3,3,3,0,3,0,"","","Served by Alaska Marine Highway System Ferry.","www.dot.state.ak.us",1,0,,0,1,0,0,0,1,0,
"AK9956501",448,"KCL","","",,"","",2016-04-16,"","Chignik Flats","AK","99565","","Chignik Lagoon",-158.535930,56.311160,-158.535930,56.311160,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9956502",449,"KCG","","",,"","",2016-04-16,"","Fisheries","AK","99565","","Chignik Fisheries Airport",-158.590930,56.317830,-158.590930,56.317830,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9956901",450,"CLP","","",,"","",2016-04-16,"","Clarks Point","AK","99569","","Clarks Point",-158.545230,58.842300,-158.545230,58.842300,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9956902",451,"PCA","A14","",,"","",2016-04-16,"","Portage Creek","AK","99569","","Portage Creek Airport",-157.714110,58.906490,-157.714110,58.906490,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957101",452,"CDB","","",,"","",2016-04-16,"","Cold Bay","AK","99571","","Cold Bay",-162.724260,55.205600,-162.724260,55.205600,1,3,0,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957102",453,"NLG","Z73","",,"","",2016-04-16,"","Nelson Lagoon","AK","99571","","Nelson Lagoon",-161.160370,56.007540,-161.160370,56.007540,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957103",454,"PML","1AK3","",,"","",2016-04-16,"","Port Moller","AK","99571","","Port Moller Air Force Station",-160.560790,56.005990,-160.560790,56.005990,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957104",455,"","","",33,"","",2016-04-16,"Foot of Mitchell Ave","Cold Bay","AK","99571","","Alaska Marine Highway System Terminal",-162.721100,55.185800,-162.721100,55.185800,5,3,1,3,3,3,3,3,3,3,3,0,3,0,"","","Served by Alaska Marine Highway System Ferry.","www.dot.state.ak.us",1,0,,0,1,0,0,0,1,0,
"AK9957201",456,"","","",,"","",2016-09-16,"","Cooper Landing","AK","99572","","",-149.824000,60.489600,-149.824000,60.489600,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Homer Stage Line","www.stagelineinhomer.com",1,0,,0,1,1,0,0,0,0,
"AK9957401",457,"CDV","","",,"","",2016-04-16,"13 Mile Copper River Hwy","Cordova","AK","99574","","Merle K (Mudhole) Smith",-145.477650,60.491830,-145.477650,60.491830,1,3,0,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957402",458,"","","",31,"","",2016-04-16,"Chenega Bay","Chenega Bay","AK","99574","","Alaska Marine Highway System Terminal",-148.076100,60.281400,-148.076100,60.281400,5,3,1,3,3,3,3,3,3,3,3,3,3,0,"","","Served by Alaska Marine Highway System Ferry.","www.dot.state.ak.us",1,0,,0,1,0,0,0,1,0,
"AK9957403",459,"","","",34,"","",2016-04-16,"201 Orca Ave","Cordova","AK","99574","","Alaska Marine Highway System Terminal",-145.757500,60.542800,-145.757500,60.542800,5,3,1,3,3,3,3,3,3,3,3,0,3,0,"","","Served by Alaska Marine Highway System Ferry.","www.dot.state.ak.us",1,0,,0,1,0,0,0,1,0,
"AK9957501",460,"CKD","CJX","",,"","",2016-04-16,"","Crooked Creek","AK","99575","","Crooked Creek",-158.134920,61.867860,-158.134920,61.867860,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957601",461,"DLG","","",,"","",2016-04-16,"803 Aiport Rd","Dillingham","AK","99576","","Dillingham",-158.503340,59.045410,-158.503340,59.045410,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957602",462,"KKU","","",,"","",2016-04-16,"","Ekuk","AK","99576","","Ekuk",-158.558840,58.811190,-158.558840,58.811190,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957603",463,"KGK","JZZ","",,"","",2016-04-16,"","Koliganek","AK","99576","","Koliganek",-157.259470,59.726640,-157.259470,59.726640,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957604",464,"TWA","A63","",,"","",2016-04-16,"","Twin Hills","AK","99576","","Twin Hills",-160.273040,59.075620,-160.273040,59.075620,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957801",465,"EEK","","",,"","",2016-04-16,"","Eek","AK","99578","","Eek",-162.005610,60.215900,-162.005610,60.215900,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957901",466,"CFA","","",,"","",2016-04-16,"","Coffee Point","AK","99579","","Coffee Point Airport",-157.500000,58.230560,-157.500000,58.230560,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957902",467,"BSZ","AK96","",,"","",2016-04-16,"","Egegik","AK","99579","","Bartletts Airport",-157.352390,58.216210,-157.352390,58.216210,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9957903",468,"EGX","EII","",,"","",2016-04-16,"","Egegik","AK","99579","","Egegik Airport",-157.375510,58.185580,-157.375510,58.185580,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9958001",469,"KEK","","",,"","",2016-04-16,"","Ekwok","AK","99580","","Ekwok",-157.474410,59.353990,-157.474410,59.353990,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9958101",470,"EMK","ENM","",,"","",2016-04-16,"","Emmonak","AK","99581","","Emmonack",-164.491050,62.785190,-164.491050,62.785190,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9958301",471,"KFP","","",,"","",2016-04-16,"","False Pass","AK","99583","","False Pass",-163.410320,54.847450,-163.410320,54.847450,1,3,0,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9958302",472,"","","",35,"","",2016-04-16,"Swede Dr","False Pass","AK","99583","","Alaska Marine Highway System Terminal",-163.445400,54.837300,-163.445400,54.837300,5,3,1,3,3,3,3,3,3,3,3,0,3,0,"","","Served by Alaska Marine Highway System Ferry.","www.dot.state.ak.us",1,0,,0,1,0,0,0,1,0,
"AK9958501",473,"MLL","","",,"","",2016-04-16,"","Marshall","AK","99585","","Marshall",-162.069050,61.865920,-162.069050,61.865920,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9958601",474,"CZN","","",,"","",2016-04-16,"","Chisana","AK","99586","","Chisana",-142.048370,62.071190,-142.048370,62.071190,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9958602",475,"","","",,"","",2016-09-16,"","Chistochina","AK","99586","","Postys Store",-143.422000,62.936700,-143.422000,62.936700,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Interior Alaska Bus Line.","www.interioralaskabusline.com",1,0,,0,1,1,0,0,0,0,
"AK9958603",476,"","","",,"","",2016-09-16,"","Mentasta","AK","99586","","Mentasta Lodge",-145.171000,62.352800,-145.171000,62.352800,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Interior Alaska Bus Line.","www.interioralaskabusline.com",1,0,,0,1,1,0,0,0,0,
"AK9958701",478,"","","",,"","",2016-04-16,"","Girdwood","AK","99587","Anchorage AK","Alaska Railroad Station",-149.162900,60.946460,-149.162900,60.946460,10,3,3,0,0,3,3,1,3,3,3,0,3,0,"","","Served by Alaska Railroad","www.akrr.com; personal communication with Alaska Railroad.",1,0,11260,1,1,0,0,1,0,0,
"AK9958801",479,"","","",,"","",2016-09-16,"","Eureka","AK","99588","","Eureka Lodge",-145.443000,62.207400,-145.443000,62.207400,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Interior Alaska Bus Line.","www.interioralaskabusline.com",1,0,,0,1,1,0,0,0,0,
"AK9958802",480,"","","",,"","",2016-09-16,"","Glennallen","AK","99588","","HUB of Alaska",-145.352000,62.288500,-145.352000,62.288500,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Interior Alaska Bus Line.","www.interioralaskabusline.com",1,0,,0,1,1,0,0,0,0,
"AK9958901",482,"GNU","","",,"","",2016-04-16,"","Goodnews","AK","99589","","Goodnews",-161.577440,59.117420,-161.577440,59.117420,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9959001",483,"KGX","","",,"","",2016-04-16,"","Grayling","AK","99590","","Grayling",-160.064900,62.894560,-160.064900,62.894560,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9959101",484,"STG","PBV","",,"","",2016-04-16,"","St George","AK","99591","","St George",-169.663740,56.577350,-169.663740,56.577350,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9960201",485,"HCR","HCA","",,"","",2016-04-16,"","Holy Cross","AK","99602","","Holy Cross",-159.774950,62.188300,-159.774950,62.188300,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9960301",486,"KEB","","",,"","",2016-04-16,"","English Bay","AK","99603","","English Bay",-151.925160,59.352150,-151.925160,59.352150,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9960302",487,"HOM","","",,"","",2016-04-16,"2336 Kachemak Dr","Homer","AK","99603","","Homer",-151.476580,59.645560,-151.476580,59.645560,1,3,0,3,0,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.homerstageline.com",1,0,,0,1,0,1,0,0,0,
"AK9960303",488,"PGM","","",,"","",2016-04-16,"","Port Graham","AK","99603","","Port Graham",-151.831540,59.348260,-151.831540,59.348260,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9960304",489,"","","",36,"","",2016-04-16,"Saltry Restaurant","Halibut Cove","AK","99603","","Halibut Cover Ferry Dock",-151.178900,59.605900,-151.178900,59.605900,5,3,1,3,3,3,3,3,3,3,3,3,3,0,"","","Served by Halibut Cove-Homer Spit Ferry.","",1,0,,0,1,0,0,0,1,0,
"AK9960305",3,"","","",40,"","",2016-04-16,"4558 Homer Spit Rd","Homer","AK","99603","","Alaska Marine Highway System Terminal",-151.412274,59.602132,-151.412274,59.602132,5,3,1,3,0,3,3,3,3,3,3,0,3,0,"","","Served by Alaska Marine Highway ferries and Homer Stage Lines.","www.dot.state.ak.us",1,0,,0,1,0,0,0,1,0,
"AK9960306",11368,"","","",595,"","",2016-04-16,"Homer Spit Rd","Homer","AK","99603","","Jakolof Bay Ferry",-151.417790,59.605157,-151.417790,59.605157,5,3,1,3,0,3,3,3,3,3,3,0,3,0,"","","Served by Jackolof Bay Ferry","",1,0,,0,1,0,0,0,1,0,
"AK9960307",11361,"","","",,"","",2016-09-14,"1242 Ocean dr","Homer","AK","99603","","",-151.509000,59.639000,-151.509000,59.639000,2,3,3,3,1,3,3,3,3,3,3,3,3,0,"","","Served by Homer Stage Line","www.stagelineinhomer.com",1,0,,0,1,1,0,0,0,0,
"AK9960401",490,"HPB","","",,"","",2016-04-16,"","Hooper Bay","AK","99604","","Hooper Bay",-166.146780,61.524180,-166.146780,61.524180,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9960601",491,"ILI","","",,"","",2016-04-16,"","Iliamna","AK","99606","","Iliamna",-154.910960,59.753800,-154.910960,59.753800,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9960602",492,"KNK","","",,"","",2016-04-16,"","Kokhanok","AK","99606","","Kokhanok",-154.803730,59.433150,-154.803730,59.433150,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9960701",493,"KLG","","",,"","",2016-04-16,"","Kalskag","AK","99607","","Kalskag",-160.341330,61.536270,-160.341330,61.536270,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9960801",494,"KYK","","",,"","",2016-04-16,"","Karluk","AK","99608","","Karluk Airport",-154.450370,57.567060,-154.450370,57.567060,1,3,3,0,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9960901",495,"KUK","Z09","",,"","",2016-04-16,"","Kasigluk","AK","99609","","Kasigluk",-162.524810,60.872020,-162.524810,60.872020,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9961101",496,"ENA","","",,"","",2016-04-16,"305 N Willow St","Kenai","AK","99611","","Kenai Municipal",-151.245000,60.573110,-151.245000,60.573110,1,3,3,3,3,3,3,3,3,3,3,1,3,0,"","kenaiairport.com/","No scheduled ground transportation.","www.homerstageline.com; www.airnav.com",1,0,,0,1,0,1,0,0,0,
"AK9961201",497,"KVC","","",,"","",2016-04-16,"","King Cove","AK","99612","","King Cove",-162.266230,55.116350,-162.266230,55.116350,1,3,0,3,3,3,3,3,3,3,3,1,3,0,"","","No scheduled ground transportation.","www.apta.com; www.akrr.com",1,0,,0,1,0,1,0,0,0,
"AK9961202",498,"","","",49,"","",2016-04-16,"Rams Creek Rd","King Cove","AK","99612","","Alaska Marine Highway System Terminal",-162.375100,55.064700,-162.375100,55.064700,5,3,1,3,3,3,3,3,3,3,3,0,3,0,"","","Served by Alaska Marine Highway Ferry.","www.apta.com/links/state_local/ak.cfm",1,0,,0,1,0,0,0,1,0,
